PATH,LOCATION,TYPE,CLASSIFICATION,FUNCTIONAL STATUS,RELATION TO CANONICAL,VERSION / HEAD,HASH,UNIQUE FUNCTIONALITY,EVIDENCE,RISK,RECOMMENDATION
/Users/lordjef/Desktop/MOKA_REPORTE_HOTFIX_DAVINCI_20260806_100341.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,7be8301dc42ee7d0f32bad169e1a81e0873cef811289e0ecc4c266637bcba65c,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/MOKA_REPORTE_SRT_GAPS_V4_20260806_105805.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,b04041ffa5e65f8636cb36e40ec1a7b13544fa0212b83325b4d923eb8d846c19,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/MOKA_REPORTE_SRT_GAPS_V4_20260806_105837.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,632584fe8771b8ede5dbec8c4a967466a696d0380534a10906175cecd4b3104f,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/MOKA_REPORTE_SRT_GAPS_V4_20260806_110120.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,0e7c9d5ee6c716b30e840831eddaa4ff7be225e8d1278dcc8afa2c226bdb496d,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/MOKA_REPORTE_TEXTPLUS_V5_20260806_115858.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,16d781f5b6403bfcfeeb5ba10156ab5636b7fbf81da0e06625c17d14ab58ef9e,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/MokaBio,Desktop,directory,UNKNOWN_REVIEW,UNKNOWN,Directory requiring manual review,Unknown,N/A,POSSIBLE,Directory with 277 files,MEDIUM,MANUAL_REVIEW
/Users/lordjef/Desktop/Moka_Clips_Finales,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 70 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Cortes_Finales_48_DaVinci_Subtitulos,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 0 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Cortes_Finales_48_FrameMatched,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 48 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Cortes_Finales_48_Sin_Subtitulos,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 48 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Premium_Automatizacion,Desktop,directory,MIGRATION_CANDIDATE,CURRENT UNVERIFIED,External project directory containing source implementations,Directory Candidate,N/A,POSSIBLE,"Directory contains 90 files, executable source code found (tests=True)",MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/Moka_Premium_Automatizacion_asd,Desktop,directory,MIGRATION_CANDIDATE,CURRENT UNVERIFIED,External project directory containing source implementations,Directory Candidate,N/A,POSSIBLE,"Directory contains 67 files, executable source code found (tests=True)",MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/Moka_Premium_Limpios_48,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 1 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Resolve_Input,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 5 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Moka_Terminal_Cortes_48_FrameMatched_FINAL,Desktop,directory,MIGRATION_CANDIDATE,CURRENT UNVERIFIED,External project directory containing source implementations,Directory Candidate,N/A,POSSIBLE,"Directory contains 33579 files, executable source code found (tests=True)",MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/Moka_Terminal_Cortes_48_FrameMatched_FINAL_FIX2,Desktop,directory,MIGRATION_CANDIDATE,CURRENT UNVERIFIED,External project directory containing source implementations,Directory Candidate,N/A,POSSIBLE,"Directory contains 155 files, executable source code found (tests=True)",MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/Nueva carpeta con elementos,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/REFRESH_ABRAXAS_CHATGPT_CONTEXT.command,Desktop,file (.command),FUNCTIONAL_UNVERIFIED_CANDIDATE,CURRENT UNVERIFIED,Automation launcher script outside canonical repository,macOS Command Script,1f27bf654ec18db67487cd3412764e3fb00bd5421b35ade43ea54aad67b4abea,POSSIBLE,Standalone execution shell script,MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/START_ABRAXAS_ANTIGRAVITY.command,Desktop,file (.command),FUNCTIONAL_UNVERIFIED_CANDIDATE,CURRENT UNVERIFIED,Automation launcher script outside canonical repository,macOS Command Script,2040f588924ba150d1f8ecef707a31c541abbe4790ac245f2bef70f326f4a4cc,POSSIBLE,Standalone execution shell script,MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/Seed • Whole Body Health Starts in the Gut.pdf,Desktop,file (.pdf),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,dd6e72c07dd4948db2a364ab522781ae8da4023f6f1245a0c91c5062e64dae09,NO,Document file (.pdf),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/Subtitle 1.srt,Desktop,file (.srt),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/Tomas Cindy.mov,Desktop,file (.mov),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_205337,Desktop,directory,ARCHIVE_HANDOFF,HISTORICAL,Agent handoff folder,Handoff Directory,N/A,POSSIBLE,Folder with 253 files,LOW,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_205337.zip,Desktop,file (.zip),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_CURRENT_REPO_HANDOFF_20260827_205337.zip,Identical Hash,acbd0c8a8075d350c1eabffcb1b93eaaf7d3783bc4959dad5bbd4313912f7d83,NO,SHA-256 matches VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_CURRENT_REPO_HANDOFF_20260827_205337.zip,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_205537,Desktop,directory,ARCHIVE_HANDOFF,HISTORICAL,Agent handoff folder,Handoff Directory,N/A,POSSIBLE,Folder with 254 files,LOW,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_205537.zip,Desktop,file (.zip),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_CURRENT_REPO_HANDOFF_20260827_205537.zip,Identical Hash,c62b6c458462e16c3a48eac6a62c969f32c632c069a1831d320b59b392643753,NO,SHA-256 matches VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_CURRENT_REPO_HANDOFF_20260827_205537.zip,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_212113,Desktop,directory,ARCHIVE_HANDOFF,HISTORICAL,Agent handoff folder,Handoff Directory,N/A,POSSIBLE,Folder with 254 files,LOW,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/VAV_CURRENT_REPO_HANDOFF_20260827_212113.zip,Desktop,file (.zip),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV_CLEANUP_QUARANTINE/20260828_133406/01_DOWNLOADS_INSTALLED_SUPERSEDED/VAV_CONTINUITY_INSTALL/VAV_UNIFIED_PRO_CONTINUITY_V13_READY_2026-08-28/04_VAVCAPTIONS/VAV_CURRENT_REPO_HANDOFF_20260827_212113(3).zip,Identical Hash,ada873385efb04b805a0e16ad0ff1df0eb2259d168fd9e8ee55af5c46f68e890,NO,SHA-256 matches VAV_CLEANUP_QUARANTINE/20260828_133406/01_DOWNLOADS_INSTALLED_SUPERSEDED/VAV_CONTINUITY_INSTALL/VAV_UNIFIED_PRO_CONTINUITY_V13_READY_2026-08-28/04_VAVCAPTIONS/VAV_CURRENT_REPO_HANDOFF_20260827_212113(3).zip,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_ECOSYSTEM_FORENSIC_AUDIT_V2.command,Desktop,file (.command),FUNCTIONAL_UNVERIFIED_CANDIDATE,CURRENT UNVERIFIED,Automation launcher script outside canonical repository,macOS Command Script,a2b9ad22b4c22613c4ca80b1c8c39ce2cca5e41bc0daab0a78f1a469345148d3,POSSIBLE,Standalone execution shell script,MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/VAV_HOTFIX_V7_1_APPLY_20260827_210222.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_1_APPLY_20260827_210222.txt,Identical Hash,7399228da7b29392879cf67f203296200c4c0eeda998e97aab0b93cc057770a5,NO,SHA-256 matches VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_1_APPLY_20260827_210222.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_HOTFIX_V7_1_VERIFY_20260827_210254.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_1_VERIFY_20260827_210254.txt,Identical Hash,0fd945c65e737f50304b9f15a4a5d6e8c3abe5e1c678d5d9dd73c43e9f1a2a36,NO,SHA-256 matches VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_1_VERIFY_20260827_210254.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_HOTFIX_V7_2_APPLY_20260827_210543.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_2_APPLY_20260827_210543.txt,Identical Hash,11d6682e469cbfec2e59fda976530f33b23ffdcc8fd8067a7ad0138defb24019,NO,SHA-256 matches VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_HOTFIX_V7_2_APPLY_20260827_210543.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_HOTFIX_V7_2_TEST_DISCOVERY_20260827_210557.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,fa6c5f561b5e8fb64373df95d23e9f9f24e618c34bcbca33f388518f134f5c58,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/VAV_HOTFIX_V7_2_VERIFY_20260827_210557.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV_CLEANUP_QUARANTINE/20260828_133406/01_DOWNLOADS_INSTALLED_SUPERSEDED/VAV_CONTINUITY_INSTALL/VAV_UNIFIED_PRO_CONTINUITY_V13_READY_2026-08-28/04_VAVCAPTIONS/VAV_HOTFIX_V7_2_VERIFY_20260827_210557(1).txt,Identical Hash,88a3a008203c52aad1e2c7e0a3ed0fc31f4e00c6ac57430f14d569ffe0a11c63,NO,SHA-256 matches VAV_CLEANUP_QUARANTINE/20260828_133406/01_DOWNLOADS_INSTALLED_SUPERSEDED/VAV_CONTINUITY_INSTALL/VAV_UNIFIED_PRO_CONTINUITY_V13_READY_2026-08-28/04_VAVCAPTIONS/VAV_HOTFIX_V7_2_VERIFY_20260827_210557(1).txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_LOCAL_RECOVERY_20260827_205405.zip,Desktop,file (.zip),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_LOCAL_RECOVERY_20260827_205405.zip,Identical Hash,430b573e2dfec866dc40936bc551c1e0ee2b2a38d24970a025965c99223915fe,NO,SHA-256 matches VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_LOCAL_RECOVERY_20260827_205405.zip,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_LOCAL_RECOVERY_20260827_212121.zip,Desktop,file (.zip),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_LOCAL_RECOVERY_20260827_212121.zip,Identical Hash,e54cf570a4b8eca63ff3075297fc56b2fbb4ef97c3832cfca2e514b1c04deff0,NO,SHA-256 matches VAV/02_PRODUCTS/vavcaptions/05_PACKAGES_HISTORY/VAV_LOCAL_RECOVERY_20260827_212121.zip,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_MAC_FULL_AUDIT.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,f4d3d99f949afbe848d4a5bfd725911533653a63cea01ca91a1253116db3adfe,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/VAV_STORAGE_AUDIT,Desktop,directory,UNKNOWN_REVIEW,UNKNOWN,Directory requiring manual review,Unknown,N/A,POSSIBLE,Directory with 3 files,MEDIUM,MANUAL_REVIEW
/Users/lordjef/Desktop/VAV_STORAGE_AUDIT.py,Desktop,file (.py),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,449281a9d7b2b80cb998f33ca77ad3b5f4cc84eb5b12cbf9cc161d8c57ee2d21,NO,Document file (.py),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/VAV_STORAGE_AUDIT.txt,Desktop,file (.txt),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,02703a3816841b087b68e6e4ad816c4746c18910028329ecab0f0cfe71a2adb6,NO,Document file (.txt),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/VAV_VERIFY_CURRENT_20260827_205349.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_VERIFY_CURRENT_20260827_205349.txt,Identical Hash,e5b7e7efe404a1e735121c8a972c47d3d3ecf9e00ec1682faf5f5237f9c545a4,NO,SHA-256 matches VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_VERIFY_CURRENT_20260827_205349.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/VAV_VERIFY_CURRENT_20260827_205544.txt,Desktop,file (.txt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_VERIFY_CURRENT_20260827_205544.txt,Identical Hash,f3f16de4546300288618727e77872794c0e108db438e06a4aecedd18f3ccdd93,NO,SHA-256 matches VAV/05_EVIDENCE/verification_reports/VAVCAPTIONS/VAV_VERIFY_CURRENT_20260827_205544.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/abraxas content lab con joc y amanda,Desktop,directory,MIGRATION_CANDIDATE,CURRENT UNVERIFIED,External project directory containing source implementations,Directory Candidate,N/A,POSSIBLE,"Directory contains 10 files, executable source code found (tests=True)",MEDIUM,COMPARE_BEFORE_MIGRATE
/Users/lordjef/Desktop/abraxasos,Desktop,directory,CURRENT_CANONICAL,CURRENT VERIFIED,Canonical Repository Root,main @ 40dee102e34048cb4243758a5a31ac45db73f2f7,N/A,NO,"Canonical active repo, clean tree matching origin/main",CRITICAL_CANONICAL,KEEP_CANONICAL
/Users/lordjef/Desktop/body.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/captionsxx2.srt,Desktop,file (.srt),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/02_PRODUCTS/vavcaptions/07_CAPTION_EVIDENCE/Copia de captionsxx2.txt,Identical Hash,b92acdc55afa5649ccbec9c9e3aa7ebc00e6cbdb0a9a47b392edacbb13e26f33,NO,SHA-256 matches VAV/02_PRODUCTS/vavcaptions/07_CAPTION_EVIDENCE/Copia de captionsxx2.txt,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/capturas,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/capturas 2,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/carpeta sin título,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/collage.png,Desktop,file (.png),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/ejemplos joc copies,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 16 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/ejemplos visuales,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/eye-left-closed.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/eye-left.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/eye-right-closed.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/eye-right.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/fast b roll 1.mov,Desktop,file (.mov),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/fast b roll 2.mov,Desktop,file (.mov),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/halo-bg.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/heart.svg,Desktop,file (.svg),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,0ae8e88d835cadd378c97fa6cb8f527a8968fb12b7d0b3d820e001d5521ee652,NO,Document file (.svg),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/iconos,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/infinity-top.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/llamadas moka,Desktop,directory,REFERENCE_ONLY,NON-FUNCTIONAL,Media assets / production captures / visual references,Assets,N/A,NO,Contains 606 media files,LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-alada-MASTER.af,Desktop,file (.af),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,dfa792666ba170ea278f156362e99776c4e37c94fff2bf443d2f8457593de47f,NO,Document file (.af),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-alada-MASTER.af~lock~,Desktop,file (.af~lock~),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,13470a9aa6484261b9b18919851e1906bc90bb436e978e61c2f85e3aeeb3ed08,NO,Document file (.af~lock~),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-closed.svg,Desktop,file (.svg),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,eabfa8feac538ef58bd63b4d3df6cf0611660da4bc0d07ecb0293a084bc7d547,NO,Document file (.svg),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-master.svg,Desktop,file (.svg),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,f5e67f9c35b4c79ed510150253798d1aaa8c99baa79ebaef60bd57d62d7cdd62,NO,Document file (.svg),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-open.svg,Desktop,file (.svg),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,79f06c01d45724bb19ac11271f5d1e41e1fe150a11c4636d3512609fd335916a,NO,Document file (.svg),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/mahgia-pet,Desktop,directory,UNKNOWN_REVIEW,UNKNOWN,Directory requiring manual review,Unknown,N/A,POSSIBLE,Directory with 3 files,MEDIUM,MANUAL_REVIEW
/Users/lordjef/Desktop/main b,Desktop,file,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/moka_resolve_batch 2.py,Desktop,file (.py),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,0d4944f42fbf06819fc7a13d3bfa523e78e0bc57dbf37f243738b9cc41a3a3a3,NO,Document file (.py),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/moka_resolve_batch mucho tiempo con reframe.py,Desktop,file (.py),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,979a6c873a000e8856300c624a2466c4ad6de3d308977439bc7ee1a44081b2b9,NO,Document file (.py),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/moka_resolve_batch.py,Desktop,file (.py),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,050720e613cc2f5df2dde7a52a6c771d349ab87c60a5a676a17b44cb8111b70e,NO,Document file (.py),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/moka_resolve_batch_ANTERIOR.py,Desktop,file (.py),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,a2f9bd96f0ab952d4f4109ad1add2e9d306697910a138b718bb4a302ed1c2df6,NO,Document file (.py),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/referencias html,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/sistema motions,Desktop,directory,UNKNOWN_REVIEW,UNKNOWN,Directory requiring manual review,Unknown,N/A,POSSIBLE,Directory with 19 files,MEDIUM,MANUAL_REVIEW
/Users/lordjef/Desktop/summit,Desktop,directory,UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/tail.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/vav-captioned-alpha.mp4,Desktop,file (.mp4),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alpha.mp4,Identical Hash,9917c6514d9555eafb5f903331ed8f98fc4c98366c2836a6ba0a91084131a4a8,NO,SHA-256 matches VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alpha.mp4,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/vav-captioned-alphaXX.mp4,Desktop,file (.mp4),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alphaXX.mp4,Identical Hash,786ea306ef45c88448971f214ad01a0c01856df396406fa0db5aefe28ea799a0,NO,SHA-256 matches VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alphaXX.mp4,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/vav-captioned-alphaxx2.mp4,Desktop,file (.mp4),EXACT_DUPLICATE,CURRENT VERIFIED,Exact SHA-256 match with canonical: VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alphaxx2.mp4,Identical Hash,a88215d1b72dd1486788e06d1e094f34bfa364e9fbaacf65e33bfb30a6069df4,NO,SHA-256 matches VAV/05_EVIDENCE/render_parity/VAVCAPTIONS/vav-captioned-alphaxx2.mp4,LOW,QUARANTINE_CANDIDATE
/Users/lordjef/Desktop/vav-captioned-quality.mp4,Desktop,file (.mp4),REFERENCE_ONLY,HISTORICAL,Reference document / prompt specification / HTML dashboard,Reference File,aec632e89b64e67f36922639a69188bca10787421da6ce659436488be6d7d93f,NO,Document file (.mp4),LOW,KEEP_REFERENCE
/Users/lordjef/Desktop/wing-left.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Desktop/wing-right.svg,Desktop,file (.svg),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
/Users/lordjef/Downloads/ .webp,Downloads,file (.webp),UNRELATED,NON-FUNCTIONAL,Unrelated personal/system asset,N/A,N/A,NO,No matching tokens in name or path,NONE,IGNORE_UNRELATED
